layer,model,task,group,prior,data_cost,model_cost,total_mdl,fisher_info,sparsity,acc_attribute,acc_state,acc_correctness_base,acc_correctness_instruct
16,instruct,attribute,enhancement,l1,4866.9781494140625,3083.0335693359375,7950.01171875,2.2027604629215602e-08,0.0,0.8949874686716792,,,
16,instruct,attribute,enhancement,l2,2339.744354248047,603.1985321044922,2942.942886352539,1.0173949904768165e-08,0.0,0.9578947368421052,,,
16,instruct,state,enhancement,l0,27404.850708007812,392351.0390625,419755.8897705078,6.74074108012827e-08,0.9938874244689941,,0.41077694235588974,,
16,instruct,state,enhancement,l1,5256.827301025391,7704.93310546875,12961.76040649414,5.3338506944555775e-09,0.0,,0.94578111946533,,
16,instruct,state,enhancement,l2,1013.4358978271484,1464.6712646484375,2478.107162475586,4.962000393904376e-10,0.0,,0.9997493734335839,,
16,instruct,correctness_instruct,enhancement,l0,6486.074768066406,21892.9892578125,28379.064025878906,3.5180069820247205e-08,1.0,,,,0.7679197994987469
16,instruct,correctness_instruct,enhancement,l1,5707.214813232422,323.7417755126953,6030.956588745117,3.3167162243330495e-06,0.0,,,,0.7931495405179616
16,instruct,correctness_instruct,enhancement,l2,5419.438079833984,30.64412212371826,5450.082201957703,3.628952434553412e-06,0.0,,,,0.8058479532163743
16,instruct,multitask_dual,enhancement,l0,91451.19482421875,5306790.75,5398241.944824219,3.0197611882800046e-06,1.0,0.1037593984962406,0.09223057644110276,,
16,instruct,multitask_dual,enhancement,l1,9251.291198730469,16387.36962890625,25638.66082763672,5.797668585956946e-09,0.0,0.8860484544695071,0.9364243943191312,,
16,instruct,multitask_dual,enhancement,l2,1423.0840911865234,3424.1436767578125,4847.227767944336,1.6446317502305519e-09,0.0,0.9822890559732665,1.0,,
16,instruct,multitask_triple_instruct,enhancement,l0,95722.18994140625,5309820.0,5405542.189941406,2.4859043364047452e-06,1.0,0.1037593984962406,0.09223057644110276,,0.7679197994987469
16,instruct,multitask_triple_instruct,enhancement,l1,14911.627807617188,16892.8447265625,31804.472534179688,2.2493448645355407e-08,0.0,0.885045948203843,0.9331662489557226,,0.785797827903091
16,instruct,multitask_triple_instruct,enhancement,l2,6529.0653076171875,3616.13671875,10145.202026367188,2.5460258754571308e-08,0.0,0.9822055137844612,1.0,,0.8050960735171262
24,base,attribute,all,l0,76033.7041015625,163318.07958984375,239351.78369140625,5.315472615396999e-07,0.999267578125,0.24225881510649722,,,
24,base,attribute,all,l1,22825.15264892578,10637.900665283203,33463.053314208984,3.537466142233825e-08,0.0,0.8131674721078694,,,
24,base,attribute,all,l2,12080.591735839844,3308.2127380371094,15388.804473876953,1.671337424014041e-08,0.0,0.9030189129526878,,,
24,base_control,attribute,all,l0,82954.10986328125,129548.31591796875,212502.42578125,2.1504890905058954e-08,1.0,0.16744227671379988,,,
24,base_control,attribute,all,l1,83692.18286132812,2856.595733642578,86548.7785949707,8.345490698502545e-08,0.0,0.16636835511007697,,,
24,base_control,attribute,all,l2,77589.51745605469,2315.707374572754,79905.22483062744,9.284604907122684e-08,0.0,0.2211383568999463,,,
24,base,state,all,l0,68518.79077148438,364965.111328125,433483.9020996094,5.603936721147266e-08,0.9958767294883728,,0.4730326352842909,,
24,base,state,all,l1,21985.367401123047,28224.57733154297,50209.944732666016,8.708215037955824e-09,0.0,,0.8987232265377961,,
24,base,state,all,l2,4184.380233764648,5001.980438232422,9186.36067199707,1.3217444361224295e-09,0.0,,0.9894994332080425,,
24,base_control,state,all,l0,114752.70874023438,288686.3203125,403439.0290527344,8.315372094595356e-09,1.0,,0.08618220869876499,,
24,base_control,state,all,l1,114924.00708007812,4757.995147705078,119682.0022277832,3.206549958889582e-08,0.0,,0.08621203985442397,,
24,base_control,state,all,l2,101931.23168945312,4638.21858215332,106569.45027160645,3.201116527407066e-08,0.0,,0.1636537199451107,,
24,base,correctness_base,all,l0,21412.501586914062,19123.681274414062,40536.182861328125,9.0577903696006e-08,1.0,,,0.6635045641668158,
24,base,correctness_base,all,l1,19938.225708007812,946.0778388977051,20884.303546905518,2.732043355990754e-07,0.0,,,0.6782709862180061,
24,base,correctness_base,all,l2,18722.948211669922,206.4165301322937,18929.364741802216,2.265296785708415e-07,0.0,,,0.704373247419605,
24,base,multitask_dual,all,l0,223601.88720703125,4064691.984375,4288293.871582031,1.3681867791096432e-06,1.0,0.10032217648111688,0.04322534454984786,,
24,base,multitask_dual,all,l1,38110.36218261719,54228.949951171875,92339.31213378906,7.694103095386614e-09,0.0,0.8120338881928286,0.8973509933774835,,
24,base,multitask_dual,all,l2,16414.792572021484,13552.778137207031,29967.570709228516,6.7497183398046445e-09,0.0,0.8905793210428972,0.9836226955432253,,
24,base,multitask_triple_base,all,l0,244366.3779296875,4068589.078125,4312955.4560546875,1.0411308920667118e-06,1.0,0.10032217648111688,0.04322534454984786,0.6635045641668158,
24,base,multitask_triple_base,all,l1,58318.320068359375,54930.17980957031,113248.49987792969,5.01077662140581e-08,0.0,0.8151363283813615,0.8965753833303503,0.6769882465246704,
24,base,multitask_triple_base,all,l2,35870.01580810547,13874.21694946289,49744.23275756836,6.038867917529389e-08,0.0,0.8864924527176182,0.9857407075950122,0.6978998866416085,
24,instruct,attribute,all,l0,77562.25048828125,163408.587890625,240970.83837890625,5.731898324127608e-07,0.9991862177848816,0.24724061810154527,,,
24,instruct,attribute,all,l1,22759.254272460938,10628.459289550781,33387.71356201172,3.300430151398359e-08,0.0,0.8129586540182566,,,
24,instruct,attribute,all,l2,11994.88491821289,3319.9683837890625,15314.853302001953,1.7499398374809516e-08,0.0,0.9019748225046238,,,
24,instruct_control,attribute,all,l0,82954.01318359375,129563.5107421875,212517.52392578125,1.6296070270982455e-08,1.0,0.16744227671379988,,,
24,instruct_control,attribute,all,l1,83710.40539550781,2906.1803283691406,86616.58572387695,8.836277487489497e-08,0.0,0.16416084959131316,,,
24,instruct_control,attribute,all,l2,77634.06298828125,2328.0058364868164,79962.06882476807,9.324006811084473e-08,0.0,0.22301771970646142,,,
24,instruct,state,all,l0,69050.43286132812,364911.6796875,433962.1125488281,5.595266261426701e-08,0.9956958889961243,,0.4764333870294135,,
24,instruct,state,all,l1,21799.75604248047,28211.2294921875,50010.98553466797,8.50830339516051e-09,0.0,,0.8982459280472526,,
24,instruct,state,all,l2,4111.910293579102,4950.834869384766,9062.745162963867,1.2255824688445216e-09,0.0,,0.9891712904957938,,
24,instruct_control,state,all,l0,114752.66918945312,288710.490234375,403463.1594238281,7.989992667489787e-09,1.0,,0.08618220869876499,,
24,instruct_control,state,all,l1,114970.79052734375,4719.818756103516,119690.60928344727,3.229138911819973e-08,0.0,,0.08633136447705984,,
24,instruct_control,state,all,l2,101746.91650390625,4659.468978881836,106406.38548278809,3.1312672454930635e-08,0.0,,0.16738261440248195,,
24,instruct,correctness_instruct,all,l0,21936.29409790039,19266.08642578125,41202.38052368164,9.87820006533487e-08,1.0,,,,0.638356899946304
24,instruct,correctness_instruct,all,l1,20547.174285888672,889.8820152282715,21437.056301116943,2.346882084225399e-07,0.0,,,,0.657329514945409
24,instruct,correctness_instruct,all,l2,19268.913604736328,184.78265619277954,19453.696260929108,2.2278876343762022e-07,0.0,,,,0.6893085138118251
24,instruct,multitask_dual,all,l0,224464.85595703125,4064298.5625,4288763.418457031,1.3601688234768768e-06,1.0,0.10032217648111688,0.04322534454984786,,
24,instruct,multitask_dual,all,l1,37535.5810546875,55188.72546386719,92724.30651855469,6.521004865719012e-09,0.0,0.8159119384284947,0.9053755742497465,,
24,instruct,multitask_dual,all,l2,16165.761444091797,13506.32455444336,29672.085998535156,6.61316173119116e-09,0.0,0.8931448004295687,0.9846071236799714,,
24,instruct,multitask_triple_instruct,all,l0,245176.19384765625,4068161.109375,4313337.303222656,1.1038610748186844e-06,1.0,0.10032217648111688,0.04322534454984786,,0.638356899946304
24,instruct,multitask_triple_instruct,all,l1,58680.94104003906,56166.37060546875,114847.31164550781,4.030862955917147e-08,0.0,0.8129884851739156,0.9012290436131496,,0.652347711950361
24,instruct,multitask_triple_instruct,all,l2,36249.29260253906,13853.761138916016,50103.05374145508,5.0166446198540715e-08,0.0,0.8886402959250641,0.9843684744346995,,0.6790465962651393
24,base,attribute,suppression,l0,30915.203491210938,173510.47265625,204425.67614746094,5.16731909649959e-07,0.9993489980697632,0.13742249036366683,,,
24,base,attribute,suppression,l1,4328.069808959961,2909.6141967773438,7237.684005737305,1.7520555672945193e-08,0.0,0.9071560248030837,,,
24,base,attribute,suppression,l2,2090.706817626953,545.293212890625,2636.000030517578,9.02997321361454e-09,0.0,0.9582704876822524,,,
24,base,state,suppression,l0,35635.99841308594,386249.6015625,421885.59997558594,3.315234677521891e-08,0.9989872574806213,,0.25657784481313894,,
24,base,state,suppression,l1,3007.9791259765625,6000.4368896484375,9008.416015625,2.565232137818896e-09,0.0,,0.9820680408915703,,
24,base,state,suppression,l2,435.19957733154297,824.5096435546875,1259.7092208862305,1.5554702664788422e-10,0.0,,0.9999162057985588,,
24,base,correctness_base,suppression,l0,5983.002716064453,21852.5126953125,27835.515411376953,8.388533008959105e-08,1.0,,,0.799396681749623,
24,base,correctness_base,suppression,l1,5447.694000244141,276.8894348144531,5724.583435058594,5.049705286808148e-06,0.0,,,0.8209317915200268,
24,base,correctness_base,suppression,l2,5186.242218017578,28.166553497314453,5214.408771514893,5.8352660445848414e-06,0.0,,,0.8231942349589408,
24,base,multitask_dual,suppression,l0,88499.3798828125,5303137.875,5391637.2548828125,4.092323072730457e-06,1.0,0.09904474610356963,0.049773755656108594,,
24,base,multitask_dual,suppression,l1,7096.542083740234,13521.2578125,20617.799896240234,7.197922332243441e-09,0.0,0.8901458019105077,0.9695827048768225,,
24,base,multitask_dual,suppression,l2,1575.3341598510742,2638.8922119140625,4214.226371765137,6.88888375395084e-09,0.0,0.9669012904307022,1.0,,
24,base,multitask_triple_base,suppression,l0,91476.68701171875,5306217.375,5397694.062011719,3.181393219728632e-06,1.0,0.09904474610356963,0.049773755656108594,0.799396681749623,
24,base,multitask_triple_base,suppression,l1,12312.544494628906,14105.74658203125,26418.291076660156,3.917589642965513e-08,0.0,0.8881347410759175,0.973604826546003,0.8107926931456343,
24,base,multitask_triple_base,suppression,l2,5847.358489990234,2881.3311767578125,8728.689666748047,5.201212148649159e-08,0.0,0.983576336517513,1.0,0.8219373219373219,
24,instruct,attribute,suppression,l0,31184.600341796875,173449.4765625,204634.07690429688,4.3822062259039435e-07,0.9997152090072632,0.11421149656443774,,,
24,instruct,attribute,suppression,l1,4302.8682861328125,2905.44287109375,7208.3111572265625,1.961010598350299e-08,0.0,0.9062342885872298,,,
24,instruct,attribute,suppression,l2,2073.1633529663086,538.9455413818359,2612.1088943481445,7.933961043704585e-09,0.0,0.9590246354952238,,,
24,instruct,state,suppression,l0,35786.728271484375,386070.4453125,421857.1735839844,2.9744795820851877e-08,0.9989330172538757,,0.2524719289425172,,
24,instruct,state,suppression,l1,2969.877960205078,5975.1507568359375,8945.028717041016,2.5718092100390777e-09,0.0,,0.9820680408915703,,
24,instruct,state,suppression,l2,425.7989330291748,813.0226135253906,1238.8215465545654,1.3447698510304917e-10,0.0,,0.9999162057985588,,
24,instruct,correctness_instruct,suppression,l0,7897.028015136719,22450.6787109375,30347.70672607422,9.503096976004599e-08,1.0,,,,0.6251885369532428
24,instruct,correctness_instruct,suppression,l1,6721.828399658203,401.11505126953125,7122.943450927734,2.4287894362373663e-07,0.0,,,,0.7081447963800905
24,instruct,correctness_instruct,suppression,l2,6373.302429199219,33.9840145111084,6407.286443710327,2.25673403519977e-07,0.0,,,,0.7254064018769901
24,instruct,multitask_dual,suppression,l0,88850.29052734375,5303109.375,5391959.665527344,4.32847131654717e-06,1.0,0.09904474610356963,0.049773755656108594,,
24,instruct,multitask_dual,suppression,l1,7063.843688964844,13566.33251953125,20630.176208496094,6.4114393609019755e-09,0.0,0.891821685939333,0.9715099715099715,,
24,instruct,multitask_dual,suppression,l2,1355.465316772461,2623.1870727539062,3978.652389526367,2.748053808815376e-09,0.0,0.9742751801575331,1.0,,
24,instruct,multitask_triple_instruct,suppression,l0,94437.63427734375,5305722.75,5400160.384277344,3.1312844406519404e-06,1.0,0.09904474610356963,0.049773755656108594,,0.6251885369532428
24,instruct,multitask_triple_instruct,suppression,l1,14067.489868164062,13835.72900390625,27903.218872070312,3.876897831933679e-08,0.0,0.8851181498240321,0.9727668845315904,,0.6841796547678901
24,instruct,multitask_triple_instruct,suppression,l2,7919.9881591796875,2811.4427490234375,10731.430908203125,1.6076996371509888e-07,0.0,0.9796380090497737,1.0,,0.7114127702362997
24,base,attribute,enhancement,l0,31136.979736328125,173570.4140625,204707.39379882812,3.727620914486159e-07,0.999755859375,0.1644110275689223,,,
24,base,attribute,enhancement,l1,4564.793884277344,2975.1256713867188,7539.9195556640625,2.0397875388766806e-08,0.0,0.9009189640768588,,,
24,base,attribute,enhancement,l2,2239.220245361328,563.2030334472656,2802.4232788085938,8.570482767922272e-09,0.0,0.9579782790309106,,,
24,base,state,enhancement,l0,34462.800537109375,387246.65625,421709.4567871094,3.057310526966006e-08,0.9984447360038757,,0.28721804511278193,,
24,base,state,enhancement,l1,3178.1200408935547,6120.4486083984375,9298.568649291992,3.0305207232572684e-09,0.0,,0.9761069340016708,,
24,base,state,enhancement,l2,481.4021453857422,865.2463073730469,1346.648452758789,1.9329405437362723e-10,0.0,,0.9999164578111946,,
24,base,correctness_base,enhancement,l0,8126.4813232421875,22689.8408203125,30816.322143554688,7.17849957254657e-08,1.0,,,0.5847117794486215,
24,base,correctness_base,enhancement,l1,6591.749786376953,456.98162841796875,7048.731414794922,2.0068970485453974e-07,0.0,,,0.7167084377610693,
24,base,correctness_base,enhancement,l2,6308.249572753906,39.91427993774414,6348.16385269165,3.0808733697540447e-07,0.0,,,0.7345864661654136,
24,base,multitask_dual,enhancement,l0,90575.29296875,5303500.5,5394075.79296875,2.9589224757994463e-06,1.0,0.1037593984962406,0.06791979949874687,,
24,base,multitask_dual,enhancement,l1,7339.114593505859,13754.35986328125,21093.47445678711,4.955029747621964e-09,0.0,0.8878028404344194,0.9687552213868004,,
24,base,multitask_dual,enhancement,l2,1148.2478675842285,2732.4671630859375,3880.715030670166,1.3946060845500725e-09,0.0,0.9862990810359231,1.0,,
24,base,multitask_triple_base,enhancement,l0,96484.48486328125,5306787.0,5403271.484863281,2.214640848979204e-06,1.0,0.1037593984962406,0.06791979949874687,0.5847117794486215,
24,base,multitask_triple_base,enhancement,l1,14230.42041015625,14255.69384765625,28486.1142578125,3.3677000417509095e-08,0.0,0.8944026733500418,0.966750208855472,0.6864661654135338,
24,base,multitask_triple_base,enhancement,l2,7584.007751464844,2940.6536865234375,10524.661437988281,6.188318518902947e-08,0.0,0.9830409356725146,1.0,0.7282372598162072,
24,instruct,attribute,enhancement,l0,30916.816650390625,173632.16015625,204548.97680664062,3.531870901574141e-07,0.9998372793197632,0.15213032581453634,,,
24,instruct,attribute,enhancement,l1,4546.081756591797,2981.7507934570312,7527.832550048828,2.1375669234657835e-08,0.0,0.9006683375104427,,,
24,instruct,attribute,enhancement,l2,2220.236152648926,563.0554962158203,2783.291648864746,7.947249525130928e-09,0.0,0.9585630743525481,,,
24,instruct,state,enhancement,l0,35261.387451171875,387104.859375,422366.2468261719,3.132802977220036e-08,0.9986255764961243,,0.2723475355054302,,
24,instruct,state,enhancement,l1,3148.1800079345703,6110.8575439453125,9259.037551879883,2.9749418484215084e-09,0.0,,0.9757727652464494,,
24,instruct,state,enhancement,l2,470.1314640045166,856.1986083984375,1326.330072402954,1.8389120087780597e-10,0.0,,0.9999164578111946,,
24,instruct,correctness_instruct,enhancement,l0,6486.6986083984375,22067.08447265625,28553.783081054688,8.205428040734357e-08,1.0,,,,0.7679197994987469
24,instruct,correctness_instruct,enhancement,l1,5593.5294189453125,344.0445785522461,5937.573997497559,3.213299315518725e-06,0.0,,,,0.7971595655806182
24,instruct,correctness_instruct,enhancement,l2,5291.6077880859375,33.67942142486572,5325.287209510803,3.447288769109491e-06,0.0,,,,0.8096908939014202
24,instruct,multitask_dual,enhancement,l0,90008.337890625,5303537.625,5393545.962890625,2.925018646848798e-06,1.0,0.1037593984962406,0.06791979949874687,,
24,instruct,multitask_dual,enhancement,l1,7246.6136474609375,13553.302734375,20799.916381835938,5.4638136792739544e-09,0.0,0.8935672514619883,0.9675020885547201,,
24,instruct,multitask_dual,enhancement,l2,1396.2431564331055,2765.8742065429688,4162.117362976074,2.059140258766264e-09,0.0,0.9751044277360067,1.0,,
24,instruct,multitask_triple_instruct,enhancement,l0,93689.73291015625,5306734.5,5400424.232910156,2.4233747764550942e-06,1.0,0.1037593984962406,0.06791979949874687,,0.7679197994987469
24,instruct,multitask_triple_instruct,enhancement,l1,12873.187622070312,14255.61328125,27128.800903320312,3.2098634160371287e-08,0.0,0.8888888888888888,0.9685881370091897,,0.7868003341687552
24,instruct,multitask_triple_instruct,enhancement,l2,6376.1614990234375,2951.5925903320312,9327.754089355469,5.242007898153406e-08,0.0,0.9815371762740184,0.9999164578111946,,0.8078529657477026
